hour_of_year,heat_runtime,aux_runtime,emg_runtime,temperature,day_of_year
8292,0.8895238095238097,0.28410389587301615,0,35.13956348281217,346
8293,0.767243867301587,0.23906637801587305,0,36.106289679009244,346
8294,0.8857142857142859,0.27791341984127,0,36.61347442637702,346
8295,0.9106839825396826,0.3756046176190479,0,36.52296515475926,346
8296,0.9520634920634922,0.33533044730158734,0,36.196640210759284,346
8297,0.9552958152380957,0.45772438674603194,0,35.580438712962966,346
8298,0.956969696825397,0.2833593073809525,0,34.87234568387034,346
8299,0.8974025974603178,0.26470851373015886,0,34.344332006632264,346
8300,0.7411544012698412,0.21962914865079378,0,34.172729281312144,346
8301,0.7111111111111108,0.221952380952381,0,34.01054894577377,346
8302,0.6752092352380954,0.1661731603174604,0,33.8189417971812,346
8303,0.4086868685714286,0.13842568539682543,0,33.628672849203724,346
8304,0.3700144301587302,0.28658585912698425,0,33.42984126014419,346
8305,0.38519480507936504,0.25090909071428574,0,33.251604941365116,347
8306,0.2946031746031746,0.24664357873015877,0,33.16875661903702,347
8307,0.3808715730158729,0.2466075036507937,0,33.16514991446299,347
8308,0.4936940838095242,0.28604184706349206,0,33.093549385358486,347
