zipcode,cooling_zone,heating_zone,state,city,latitude,longitude,elevation_ft,hdd,cdd
83626,3,1,ID,CALDWELL,43.6667,-116.6833,"2,370","5,404",992
83332,3,1,ID,HAGERMAN 2 SW,42.8114,-114.9239,"2,897","5,806",680
83333,1,3,ID,FAIRFIELD RS,43.3428,-114.79,"5,065","8,734",173
83333,1,3,ID,FAIRFIELD RS,43.3428,-114.79,"5,065","8,734",173
83348,1,3,ID,PICABO,43.3111,-114.0742,"4,830","8,365",194
83348,1,3,ID,PICABO,43.3111,-114.0742,"4,830","8,365",194
83425,1,3,ID,HAMER 4 NW,43.9664,-112.2642,"4,790","8,129",273
83627,3,1,ID,BRUNEAU,42.8819,-115.8017,"2,530","4,831","1,062"
83627,3,1,ID,BRUNEAU,42.8819,-115.8017,"2,530","4,831","1,062"
83334,2,2,ID,TWIN FALLS 6 E,42.5458,-114.3461,"3,960","6,645",389
83334,2,2,ID,TWIN FALLS 6 E,42.5458,-114.3461,"3,960","6,645",389
83335,2,2,ID,HAZELTON,42.5972,-114.1378,"4,060","6,610",533
83336,2,2,ID,BURLEY MUNI AP,42.5417,-113.7661,"4,142","6,865",366
83628,3,1,ID,PARMA EXP STN,43.8022,-116.9442,"2,290","5,841",734
83629,2,2,ID,GARDEN VALLEY,44.1011,-115.9694,"3,100","6,843",313
83629,2,2,ID,GARDEN VALLEY,44.1011,-115.9694,"3,100","6,843",313
83629,2,2,ID,GARDEN VALLEY,44.1011,-115.9694,"3,100","6,843",313
83670,2,2,ID,OLA,44.1758,-116.2828,"3,075","6,734",474
83244,2,3,ID,ARCO,43.6356,-113.2989,"5,325","8,009",313
83244,2,3,ID,ARCO,43.6356,-113.2989,"5,325","8,009",313
83630,3,1,ID,DEER FLAT DAM,43.5764,-116.7475,"2,510","5,232",792
83631,1,3,ID,IDAHO CITY,43.8383,-115.8319,"3,965","7,891",200
83631,1,3,ID,IDAHO CITY,43.8383,-115.8319,"3,965","7,891",200
83631,1,3,ID,IDAHO CITY,43.8383,-115.8319,"3,965","7,891",200
83631,1,3,ID,IDAHO CITY,43.8383,-115.8319,"3,965","7,891",200
83631,1,3,ID,IDAHO CITY,43.8383,-115.8319,"3,965","7,891",200
83631,1,3,ID,IDAHO CITY,43.8383,-115.8319,"3,965","7,891",200
83666,1,3,ID,CASCADE 1 NW,44.5228,-116.0481,"4,896","8,846",88
83401,2,2,ID,IDAHO FALLS - KIFI,43.5133,-112.0128,"4,742","7,335",415
83401,2,2,ID,IDAHO FALLS - KIFI,43.5133,-112.0128,"4,742","7,335",415
83401,2,2,ID,IDAHO FALLS - KIFI,43.5133,-112.0128,"4,742","7,335",415
83401,2,2,ID,IDAHO FALLS - KIFI,43.5133,-112.0128,"4,742","7,335",415
83401,2,2,ID,IDAHO FALLS - KIFI,43.5133,-112.0128,"4,742","7,335",415
83401,2,2,ID,IDAHO FALLS - KIFI,43.5133,-112.0128,"4,742","7,335",415
83401,2,2,ID,IDAHO FALLS - KIFI,43.5133,-112.0128,"4,742","7,335",415
83401,2,2,ID,IDAHO FALLS - KIFI,43.5133,-112.0128,"4,742","7,335",415
83401,2,2,ID,IDAHO FALLS - KIFI,43.5133,-112.0128,"4,742","7,335",415
83401,2,2,ID,IDAHO FALLS - KIFI,43.5133,-112.0128,"4,742","7,335",415
83401,2,2,ID,IDAHO FALLS - KIFI,43.5133,-112.0128,"4,742","7,335",415
83401,2,2,ID,IDAHO FALLS - KIFI,43.5133,-112.0128,"4,742","7,335",415
83401,2,2,ID,IDAHO FALLS - KIFI,43.5133,-112.0128,"4,742","7,335",415
83402,1,3,ID,IDAHO FALLS FANNING FLD,43.5164,-112.0672,"4,729","7,844",264
83402,1,3,ID,IDAHO FALLS FANNING FLD,43.5164,-112.0672,"4,729","7,844",264
83403,2,2,ID,IDAHO FALLS - KIFI,43.5133,-112.0128,"4,742","7,335",415
83404,2,2,ID,IDAHO FALLS - KIFI,43.5133,-112.0128,"4,742","7,335",415
83405,1,3,ID,IDAHO FALLS FANNING FLD,43.5164,-112.0672,"4,729","7,844",264
83406,2,2,ID,IDAHO FALLS - KIFI,43.5133,-112.0128,"4,742","7,335",415
83406,2,2,ID,IDAHO FALLS - KIFI,43.5133,-112.0128,"4,742","7,335",415
83415,1,3,ID,IDAHO FALLS FANNING FLD,43.5164,-112.0672,"4,729","7,844",264
83415,1,3,ID,IDAHO FALLS FANNING FLD,43.5164,-112.0672,"4,729","7,844",264
83415,1,3,ID,IDAHO FALLS FANNING FLD,43.5164,-112.0672,"4,729","7,844",264
83632,2,2,ID,OLA,44.1758,-116.2828,"3,075","6,734",474
83245,1,3,ID,SODA SPRINGS AP,42.6514,-111.5833,"5,842","8,732",128
83427,2,2,ID,IDAHO FALLS - KIFI,43.5133,-112.0128,"4,742","7,335",415
83428,1,3,WY,JACKSON,43.4836,-110.7594,"6,230","9,372",44
83428,1,3,WY,JACKSON,43.4836,-110.7594,"6,230","9,372",44
83429,1,3,ID,ISLAND PARK,44.4189,-111.3714,"6,290","9,572",43
83429,1,3,ID,ISLAND PARK,44.4189,-111.3714,"6,290","9,572",43
83429,1,3,ID,ISLAND PARK,44.4189,-111.3714,"6,290","9,572",43
83429,1,3,ID,ISLAND PARK,44.4189,-111.3714,"6,290","9,572",43
83433,1,3,ID,ISLAND PARK,44.4189,-111.3714,"6,290","9,572",43
83433,1,3,ID,ISLAND PARK,44.4189,-111.3714,"6,290","9,572",43
83433,1,3,ID,ISLAND PARK,44.4189,-111.3714,"6,290","9,572",43
83338,3,2,ID,JEROME,42.7325,-114.5192,"3,740","6,335",715
83338,3,2,ID,JEROME,42.7325,-114.5192,"3,740","6,335",715
83338,3,2,ID,JEROME,42.7325,-114.5192,"3,740","6,335",715
83338,3,2,ID,JEROME,42.7325,-114.5192,"3,740","6,335",715
83340,1,3,ID,STANLEY RS,44.1708,-114.9272,"6,495","10,796",4
83340,1,3,ID,STANLEY RS,44.1708,-114.9272,"6,495","10,796",4
83341,2,2,ID,TWIN FALLS 6 E,42.5458,-114.3461,"3,960","6,645",389
83634,3,1,ID,KUNA,43.4833,-116.4167,"2,690","5,577",727
83634,3,1,ID,KUNA,43.4833,-116.4167,"2,690","5,577",727
83246,1,3,ID,MCCAMMON,42.6447,-112.1919,"4,776","7,719",275
83246,1,3,ID,MCCAMMON,42.6447,-112.1919,"4,776","7,719",275
83246,1,3,ID,MCCAMMON,42.6447,-112.1919,"4,776","7,719",275
83464,1,3,ID,LEADORE NO.2,44.6831,-113.3622,"6,000","9,558",45
83464,1,3,ID,LEADORE NO.2,44.6831,-113.3622,"6,000","9,558",45
83464,1,3,ID,LEADORE NO.2,44.6831,-113.3622,"6,000","9,558",45
83465,1,3,MT,JACKSON,45.3681,-113.4089,"6,480","10,291",11
83431,2,2,ID,IDAHO FALLS - KIFI,43.5133,-112.0128,"4,742","7,335",415
83635,1,3,ID,MC CALL,44.8869,-116.1047,"5,025","8,934",62
83635,1,3,ID,MC CALL,44.8869,-116.1047,"5,025","8,934",62
83638,1,3,ID,MC CALL,44.8869,-116.1047,"5,025","8,934",62
83638,1,3,ID,MC CALL,44.8869,-116.1047,"5,025","8,934",62
83638,1,3,ID,MC CALL,44.8869,-116.1047,"5,025","8,934",62
83671,1,3,ID,WARREN,45.2658,-115.6789,"5,907","9,778",10
83250,1,3,ID,MCCAMMON,42.6447,-112.1919,"4,776","7,719",275
83251,1,3,ID,MACKAY LOST RIVER RS,43.9181,-113.6317,"5,897","8,782",128
83251,1,3,ID,MACKAY LOST RIVER RS,43.9181,-113.6317,"5,897","8,782",128
83243,2,3,ID,ARBON 2 NW,42.5031,-112.5758,"5,210","7,555",302
83252,2,2,ID,MALAD CITY,42.1492,-112.2872,"4,470","7,233",371
83252,2,2,ID,MALAD CITY,42.1492,-112.2872,"4,470","7,233",371
83252,2,2,ID,MALAD CITY,42.1492,-112.2872,"4,470","7,233",371
83252,2,2,ID,MALAD CITY,42.1492,-112.2872,"4,470","7,233",371
83252,2,2,ID,MALAD CITY,42.1492,-112.2872,"4,470","7,233",371
83252,2,2,ID,MALAD CITY,42.1492,-112.2872,"4,470","7,233",371
83252,2,2,ID,MALAD CITY,42.1492,-112.2872,"4,470","7,233",371
83252,2,2,ID,MALAD CITY,42.1492,-112.2872,"4,470","7,233",371
83342,2,2,ID,MALTA 4 ESE,42.2917,-113.3042,"4,590","7,032",315
83342,2,2,ID,MALTA 4 ESE,42.2917,-113.3042,"4,590","7,032",315
83639,3,1,ID,CALDWELL,43.6667,-116.6833,"2,370","5,404",992
83253,1,3,ID,CHILLY BARTON FLAT,43.9772,-113.8289,"6,260","9,074",77
83253,1,3,ID,CHILLY BARTON FLAT,43.9772,-113.8289,"6,260","9,074",77
83641,3,1,ID,SWAN FALLS P H,43.2436,-116.3783,"2,325","5,088","1,172"
83641,3,1,ID,SWAN FALLS P H,43.2436,-116.3783,"2,325","5,088","1,172"
83641,3,1,ID,SWAN FALLS P H,43.2436,-116.3783,"2,325","5,088","1,172"
83641,3,1,ID,SWAN FALLS P H,43.2436,-116.3783,"2,325","5,088","1,172"
83641,3,1,ID,SWAN FALLS P H,43.2436,-116.3783,"2,325","5,088","1,172"
83434,1,3,ID,REXBURG MADISON CO AP,43.8339,-111.8045,"4,858","8,129",207
83642,3,1,ID,KUNA,43.4833,-116.4167,"2,690","5,577",727
83646,3,1,ID,NAMPA SUGAR FACTORY,43.6039,-116.5753,"2,470","5,668",779
83680,3,1,ID,KUNA,43.4833,-116.4167,"2,690","5,577",727
83644,3,1,ID,CALDWELL,43.6667,-116.6833,"2,370","5,404",992
83645,3,2,ID,CAMBRIDGE,44.5733,-116.6753,"2,650","6,643",704
83435,1,3,ID,HAMER 4 NW,43.9664,-112.2642,"4,790","8,129",273
83220,1,3,ID,BERN,42.3353,-111.385,"5,964","8,768",147
83220,1,3,ID,BERN,42.3353,-111.385,"5,964","8,768",147
83254,1,3,ID,BERN,42.3353,-111.385,"5,964","8,768",147
83254,1,3,ID,BERN,42.3353,-111.385,"5,964","8,768",147
83254,1,3,ID,BERN,42.3353,-111.385,"5,964","8,768",147
83254,1,3,ID,BERN,42.3353,-111.385,"5,964","8,768",147
83254,1,3,ID,BERN,42.3353,-111.385,"5,964","8,768",147
83254,1,3,ID,BERN,42.3353,-111.385,"5,964","8,768",147
83254,1,3,ID,BERN,42.3353,-111.385,"5,964","8,768",147
83255,2,3,ID,ARCO,43.6356,-113.2989,"5,325","8,009",313
83255,2,3,ID,ARCO,43.6356,-113.2989,"5,325","8,009",313
83255,2,3,ID,ARCO,43.6356,-113.2989,"5,325","8,009",313
83256,2,2,ID,BLACKFOOT FIRE DEPT,43.1969,-112.3531,"4,536","7,145",445
83647,3,1,ID,MTN HOME,43.1261,-115.7119,"3,140","5,856",916
83647,3,1,ID,MTN HOME,43.1261,-115.7119,"3,140","5,856",916
83647,3,1,ID,MTN HOME,43.1261,-115.7119,"3,140","5,856",916
83647,3,1,ID,MTN HOME,43.1261,-115.7119,"3,140","5,856",916
83647,3,1,ID,MTN HOME,43.1261,-115.7119,"3,140","5,856",916
83647,3,1,ID,MTN HOME,43.1261,-115.7119,"3,140","5,856",916
83647,3,1,ID,MTN HOME,43.1261,-115.7119,"3,140","5,856",916
83647,3,1,ID,MTN HOME,43.1261,-115.7119,"3,140","5,856",916
83647,3,1,ID,MTN HOME,43.1261,-115.7119,"3,140","5,856",916
83647,3,1,ID,MTN HOME,43.1261,-115.7119,"3,140","5,856",916
83647,3,1,ID,MTN HOME,43.1261,-115.7119,"3,140","5,856",916
83647,3,1,ID,MTN HOME,43.1261,-115.7119,"3,140","5,856",916
83648,3,1,ID,MTN HOME,43.1261,-115.7119,"3,140","5,856",916
83648,3,1,ID,MTN HOME,43.1261,-115.7119,"3,140","5,856",916
83648,3,1,ID,MTN HOME,43.1261,-115.7119,"3,140","5,856",916
83648,3,1,ID,MTN HOME,43.1261,-115.7119,"3,140","5,856",916
83650,2,2,OR,SHEAVILLE 1 SE,43.1211,-117.0392,"4,620","6,842",441
83650,2,2,OR,SHEAVILLE 1 SE,43.1211,-117.0392,"4,620","6,842",441
83650,2,2,OR,SHEAVILLE 1 SE,43.1211,-117.0392,"4,620","6,842",441
83650,2,2,OR,SHEAVILLE 1 SE,43.1211,-117.0392,"4,620","6,842",441
83344,2,2,ID,HAZELTON,42.5972,-114.1378,"4,060","6,610",533
83651,3,1,ID,NAMPA SUGAR FACTORY,43.6039,-116.5753,"2,470","5,668",779
83652,3,1,ID,CALDWELL,43.6667,-116.6833,"2,370","5,404",992
83653,3,1,ID,NAMPA SUGAR FACTORY,43.6039,-116.5753,"2,470","5,668",779
83686,3,1,ID,NAMPA SUGAR FACTORY,43.6039,-116.5753,"2,470","5,668",779
83686,3,1,ID,NAMPA SUGAR FACTORY,43.6039,-116.5753,"2,470","5,668",779
83687,3,1,ID,NAMPA SUGAR FACTORY,43.6039,-116.5753,"2,470","5,668",779
83436,1,3,ID,TETONIA EXP STN,43.8564,-111.2769,"6,170","9,401",63
83436,1,3,ID,TETONIA EXP STN,43.8564,-111.2769,"6,170","9,401",63
83436,1,3,ID,TETONIA EXP STN,43.8564,-111.2769,"6,170","9,401",63
83654,1,3,ID,NEW MEADOWS RS,44.9714,-116.2933,"3,862","8,811",90
83654,1,3,ID,NEW MEADOWS RS,44.9714,-116.2933,"3,862","8,811",90
83636,3,1,ID,PARMA EXP STN,43.8022,-116.9442,"2,290","5,841",734
83655,3,1,ID,PARMA EXP STN,43.8022,-116.9442,"2,290","5,841",734
83655,3,1,ID,PARMA EXP STN,43.8022,-116.9442,"2,290","5,841",734
83466,1,3,MT,WISE RIVER 3 WNW,45.8031,-113.0136,"5,730","10,134",4
83469,1,3,MT,JACKSON,45.3681,-113.4089,"6,480","10,291",11
83469,1,3,MT,JACKSON,45.3681,-113.4089,"6,480","10,291",11
83656,3,1,ID,CALDWELL,43.6667,-116.6833,"2,370","5,404",992
83346,2,2,ID,OAKLEY,42.2342,-113.8981,"4,559","6,256",475
83346,2,2,ID,OAKLEY,42.2342,-113.8981,"4,559","6,256",475
83346,2,2,ID,OAKLEY,42.2342,-113.8981,"4,559","6,256",475
83657,2,2,ID,OLA,44.1758,-116.2828,"3,075","6,734",474
83657,2,2,ID,OLA,44.1758,-116.2828,"3,075","6,734",474
83233,1,3,ID,LIFTON PUMPING STN,42.1231,-111.3139,"5,926","8,655",168
83261,1,3,ID,BERN,42.3353,-111.385,"5,964","8,768",147
83261,1,3,ID,BERN,42.3353,-111.385,"5,964","8,768",147
83261,1,3,ID,BERN,42.3353,-111.385,"5,964","8,768",147
83438,1,3,ID,SAINT ANTHONY,43.9517,-111.6789,"4,910","8,666",134
83660,3,1,ID,PARMA EXP STN,43.8022,-116.9442,"2,290","5,841",734
83660,3,1,ID,PARMA EXP STN,43.8022,-116.9442,"2,290","5,841",734
83660,3,1,ID,PARMA EXP STN,43.8022,-116.9442,"2,290","5,841",734
83347,2,2,ID,PAUL 1ENE,42.6283,-113.7622,"4,150","6,946",449
83661,3,1,ID,PAYETTE,44.0764,-116.9311,"2,150","5,727",777
83262,1,3,ID,FT HALL 1 NNE,43.0428,-112.4133,"4,465","7,640",240
83277,1,3,ID,ABERDEEN EXP STN,42.9536,-112.8253,"4,405","7,678",297
83201,2,2,ID,POCATELLO RGNL AP,42.9203,-112.5711,"4,478","7,178",390
83201,2,2,ID,POCATELLO RGNL AP,42.9203,-112.5711,"4,478","7,178",390
83201,2,2,ID,POCATELLO RGNL AP,42.9203,-112.5711,"4,478","7,178",390
83201,2,2,ID,POCATELLO RGNL AP,42.9203,-112.5711,"4,478","7,178",390
83202,2,2,ID,POCATELLO RGNL AP,42.9203,-112.5711,"4,478","7,178",390
83202,2,2,ID,POCATELLO RGNL AP,42.9203,-112.5711,"4,478","7,178",390
83203,1,3,ID,FT HALL 1 NNE,43.0428,-112.4133,"4,465","7,640",240
83203,1,3,ID,FT HALL 1 NNE,43.0428,-112.4133,"4,465","7,640",240
83203,1,3,ID,FT HALL 1 NNE,43.0428,-112.4133,"4,465","7,640",240
83203,1,3,ID,FT HALL 1 NNE,43.0428,-112.4133,"4,465","7,640",240
83203,1,3,ID,FT HALL 1 NNE,43.0428,-112.4133,"4,465","7,640",240
83204,3,2,ID,POCATELLO 2 NE,42.8917,-112.4086,"4,832","6,684",614
83205,3,2,ID,POCATELLO 2 NE,42.8917,-112.4086,"4,832","6,684",614
83206,2,2,ID,POCATELLO RGNL AP,42.9203,-112.5711,"4,478","7,178",390
83209,3,2,ID,POCATELLO 2 NE,42.8917,-112.4086,"4,832","6,684",614
83209,3,2,ID,POCATELLO 2 NE,42.8917,-112.4086,"4,832","6,684",614
83209,3,2,ID,POCATELLO 2 NE,42.8917,-112.4086,"4,832","6,684",614
83263,2,2,ID,PRESTON,42.0933,-111.8683,"4,800","7,314",381
83440,1,3,ID,REXBURG MADISON CO AP,43.8339,-111.8045,"4,858","8,129",207
83440,1,3,ID,REXBURG MADISON CO AP,43.8339,-111.8045,"4,858","8,129",207
83440,1,3,ID,REXBURG MADISON CO AP,43.8339,-111.8045,"4,858","8,129",207
83440,1,3,ID,REXBURG MADISON CO AP,43.8339,-111.8045,"4,858","8,129",207
83440,1,3,ID,REXBURG MADISON CO AP,43.8339,-111.8045,"4,858","8,129",207
83440,1,3,ID,REXBURG MADISON CO AP,43.8339,-111.8045,"4,858","8,129",207
83440,1,3,ID,REXBURG MADISON CO AP,43.8339,-111.8045,"4,858","8,129",207
83440,1,3,ID,REXBURG MADISON CO AP,43.8339,-111.8045,"4,858","8,129",207
83441,1,3,ID,IDAHO FALLS 16 SE,43.3456,-111.7847,"5,828","8,401",124
83441,1,3,ID,IDAHO FALLS 16 SE,43.3456,-111.7847,"5,828","8,401",124
83460,1,3,ID,REXBURG BYU IDAHO,43.8083,-111.7892,"5,005","7,942",251
83460,1,3,ID,REXBURG BYU IDAHO,43.8083,-111.7892,"5,005","7,942",251
83349,2,3,ID,RICHFIELD,43.0528,-114.1581,"4,282","7,735",378
83442,1,3,ID,REXBURG MADISON CO AP,43.8339,-111.8045,"4,858","8,129",207
83442,1,3,ID,REXBURG MADISON CO AP,43.8339,-111.8045,"4,858","8,129",207
83442,1,3,ID,REXBURG MADISON CO AP,43.8339,-111.8045,"4,858","8,129",207
83442,1,3,ID,REXBURG MADISON CO AP,43.8339,-111.8045,"4,858","8,129",207
83443,1,3,ID,IDAHO FALLS 16 SE,43.3456,-111.7847,"5,828","8,401",124
83443,1,3,ID,IDAHO FALLS 16 SE,43.3456,-111.7847,"5,828","8,401",124
83444,1,3,ID,IDAHO FALLS FANNING FLD,43.5164,-112.0672,"4,729","7,844",264
83271,2,3,ID,ARBON 2 NW,42.5031,-112.5758,"5,210","7,555",302
83271,2,3,ID,ARBON 2 NW,42.5031,-112.5758,"5,210","7,555",302
83343,2,2,ID,MINIDOKA DAM,42.6767,-113.5003,"4,164","6,916",463
83343,2,2,ID,MINIDOKA DAM,42.6767,-113.5003,"4,164","6,916",463
83350,2,2,ID,PAUL 1ENE,42.6283,-113.7622,"4,150","6,946",449
83350,2,2,ID,PAUL 1ENE,42.6283,-113.7622,"4,150","6,946",449
83350,2,2,ID,PAUL 1ENE,42.6283,-113.7622,"4,150","6,946",449
83350,2,2,ID,PAUL 1ENE,42.6283,-113.7622,"4,150","6,946",449
83445,1,3,ID,SAINT ANTHONY,43.9517,-111.6789,"4,910","8,666",134
83445,1,3,ID,SAINT ANTHONY,43.9517,-111.6789,"4,910","8,666",134
83445,1,3,ID,SAINT ANTHONY,43.9517,-111.6789,"4,910","8,666",134
83445,1,3,ID,SAINT ANTHONY,43.9517,-111.6789,"4,910","8,666",134
83445,1,3,ID,SAINT ANTHONY,43.9517,-111.6789,"4,910","8,666",134
83445,1,3,ID,SAINT ANTHONY,43.9517,-111.6789,"4,910","8,666",134
83272,1,3,ID,LIFTON PUMPING STN,42.1231,-111.3139,"5,926","8,655",168
83272,1,3,ID,LIFTON PUMPING STN,42.1231,-111.3139,"5,926","8,655",168
83287,1,3,ID,LIFTON PUMPING STN,42.1231,-111.3139,"5,926","8,655",168
83287,1,3,ID,LIFTON PUMPING STN,42.1231,-111.3139,"5,926","8,655",168
83467,1,3,ID,SALMON-KSRA,45.1875,-113.9008,"3,931","7,921",268
83467,1,3,ID,SALMON-KSRA,45.1875,-113.9008,"3,931","7,921",268
83467,1,3,ID,SALMON-KSRA,45.1875,-113.9008,"3,931","7,921",268
83274,1,3,ID,IDAHO FALLS FANNING FLD,43.5164,-112.0672,"4,729","7,844",264
83274,1,3,ID,IDAHO FALLS FANNING FLD,43.5164,-112.0672,"4,729","7,844",264
83274,1,3,ID,IDAHO FALLS FANNING FLD,43.5164,-112.0672,"4,729","7,844",264
83274,1,3,ID,IDAHO FALLS FANNING FLD,43.5164,-112.0672,"4,729","7,844",264
83324,3,2,ID,SHOSHONE 1 WNW,42.9383,-114.4169,"3,950","6,629",731
83324,3,2,ID,SHOSHONE 1 WNW,42.9383,-114.4169,"3,950","6,629",731
83352,3,2,ID,SHOSHONE 1 WNW,42.9383,-114.4169,"3,950","6,629",731
83352,3,2,ID,SHOSHONE 1 WNW,42.9383,-114.4169,"3,950","6,629",731
83352,3,2,ID,SHOSHONE 1 WNW,42.9383,-114.4169,"3,950","6,629",731
83230,1,3,ID,SODA SPRINGS AP,42.6514,-111.5833,"5,842","8,732",128
83230,1,3,ID,SODA SPRINGS AP,42.6514,-111.5833,"5,842","8,732",128
83230,1,3,ID,SODA SPRINGS AP,42.6514,-111.5833,"5,842","8,732",128
83276,1,3,ID,SODA SPRINGS AP,42.6514,-111.5833,"5,842","8,732",128
83285,1,3,WY,JACKSON,43.4836,-110.7594,"6,230","9,372",44
83285,1,3,WY,JACKSON,43.4836,-110.7594,"6,230","9,372",44
83285,1,3,WY,JACKSON,43.4836,-110.7594,"6,230","9,372",44
83278,1,3,ID,STANLEY RS,44.1708,-114.9272,"6,495","10,796",4
83278,1,3,ID,STANLEY RS,44.1708,-114.9272,"6,495","10,796",4
83278,1,3,ID,STANLEY RS,44.1708,-114.9272,"6,495","10,796",4
83278,1,3,ID,STANLEY RS,44.1708,-114.9272,"6,495","10,796",4
83278,1,3,ID,STANLEY RS,44.1708,-114.9272,"6,495","10,796",4
83669,3,1,ID,NAMPA SUGAR FACTORY,43.6039,-116.5753,"2,470","5,668",779
83448,1,3,ID,REXBURG MADISON CO AP,43.8339,-111.8045,"4,858","8,129",207
83353,1,3,ID,KETCHUM RS,43.6842,-114.3603,"5,890","9,003",72
83354,1,3,ID,KETCHUM RS,43.6842,-114.3603,"5,890","9,003",72
83354,1,3,ID,KETCHUM RS,43.6842,-114.3603,"5,890","9,003",72
83281,2,2,ID,PRESTON,42.0933,-111.8683,"4,800","7,314",381
83449,1,3,ID,SWAN VALLEY 2 E,43.4447,-111.2939,"5,360","8,027",187
83468,1,3,ID,LEADORE NO.2,44.6831,-113.3622,"6,000","9,558",45
83450,1,3,ID,HAMER 4 NW,43.9664,-112.2642,"4,790","8,129",273
83450,1,3,ID,HAMER 4 NW,43.9664,-112.2642,"4,790","8,129",273
83451,1,3,ID,SAINT ANTHONY,43.9517,-111.6789,"4,910","8,666",134
83424,1,3,ID,TETONIA EXP STN,43.8564,-111.2769,"6,170","9,401",63
83424,1,3,ID,TETONIA EXP STN,43.8564,-111.2769,"6,170","9,401",63
83452,1,3,ID,DRIGGS,43.7306,-111.1125,"6,120","9,116",57
83301,3,1,ID,TWIN FALLS-KMVT,42.5808,-114.4569,"3,670","5,888",706
83301,3,1,ID,TWIN FALLS-KMVT,42.5808,-114.4569,"3,670","5,888",706
83301,3,1,ID,TWIN FALLS-KMVT,42.5808,-114.4569,"3,670","5,888",706
83301,3,1,ID,TWIN FALLS-KMVT,42.5808,-114.4569,"3,670","5,888",706
83301,3,1,ID,TWIN FALLS-KMVT,42.5808,-114.4569,"3,670","5,888",706
83302,1,2,ID,MURPHY DESERT HOT SPRG,42.0264,-115.3597,"5,152","6,895",240
83302,1,2,ID,MURPHY DESERT HOT SPRG,42.0264,-115.3597,"5,152","6,895",240
83302,1,2,ID,MURPHY DESERT HOT SPRG,42.0264,-115.3597,"5,152","6,895",240
83303,3,1,ID,TWIN FALLS-KMVT,42.5808,-114.4569,"3,670","5,888",706
83303,3,1,ID,TWIN FALLS-KMVT,42.5808,-114.4569,"3,670","5,888",706
83454,2,2,ID,IDAHO FALLS - KIFI,43.5133,-112.0128,"4,742","7,335",415
83455,1,3,ID,DRIGGS,43.7306,-111.1125,"6,120","9,116",57
83455,1,3,ID,DRIGGS,43.7306,-111.1125,"6,120","9,116",57
83455,1,3,ID,DRIGGS,43.7306,-111.1125,"6,120","9,116",57
83672,3,1,ID,WEISER,44.2456,-116.9697,"2,120","5,744",881
83672,3,1,ID,WEISER,44.2456,-116.9697,"2,120","5,744",881
83672,3,1,ID,WEISER,44.2456,-116.9697,"2,120","5,744",881
83672,3,1,ID,WEISER,44.2456,-116.9697,"2,120","5,744",881
83355,3,2,ID,JEROME,42.7325,-114.5192,"3,740","6,335",715
83286,2,2,ID,PRESTON,42.0933,-111.8683,"4,800","7,314",381
83286,2,2,ID,PRESTON,42.0933,-111.8683,"4,800","7,314",381
83676,3,1,ID,DEER FLAT DAM,43.5764,-116.7475,"2,510","5,232",792
83677,1,3,ID,WARREN,45.2658,-115.6789,"5,907","9,778",10
83677,1,3,ID,WARREN,45.2658,-115.6789,"5,907","9,778",10
97810,2,2,WA,LIND 3 NE,46.0022,-118.5658,"1,630","6,018",519
97620,1,2,OR,LAKEVIEW 2 NNW,42.2414,-120.3678,"4,890","6,941",282
97901,3,1,OR,OWYHEE DAM,43.65,-117.2467,"2,400","5,915",696
97406,3,1,OR,CAVE JUNCTION 1 WNW,42.1597,-123.6422,"1,377","4,013",689
97321,1,1,OR,CORVALLIS STATE UNIV,44.6342,-123.19,225,"4,772",256
97322,1,1,OR,CORVALLIS STATE UNIV,44.6342,-123.19,225,"4,772",256
97407,1,1,OR,NORTH BEND RGNL AP,43.4133,-124.2436,17,"4,827",2
97324,1,1,OR,EUGENE MAHLON SWEET AP,44.1278,-123.2206,353,"4,807",240
97409,1,1,OR,EUGENE MAHLON SWEET AP,44.1278,-123.2206,353,"4,807",240
97101,1,1,OR,MCMINNVILLE MUNI AP,45.1947,-123.1339,159,"4,870",216
97001,2,2,OR,ANTELOPE 6 SSW,44.8197,-120.7533,"3,030","6,460",322
97001,2,2,OR,ANTELOPE 6 SSW,44.8197,-120.7533,"3,030","6,460",322
97812,3,1,WA,PROSSER,46.2014,-119.7581,830,"4,934",822
97861,3,1,OR,ARLINGTON,45.7211,-120.2064,277,"4,907",937
97861,3,1,OR,ARLINGTON,45.7211,-120.2064,277,"4,907",937
97902,3,2,OR,BURNS JUNCTION,42.7772,-117.8525,"3,930","6,103",695
97520,2,1,OR,ASHLAND,42.2128,-122.7144,"1,746","5,076",366
97711,1,3,OR,BROTHERS,43.8094,-120.6,"4,640","8,164",104
97103,1,1,OR,FT CLATSOP NATL MEM,46.1358,-123.8783,42,"5,068",31
97103,1,1,OR,FT CLATSOP NATL MEM,46.1358,-123.8783,42,"5,068",31
97813,2,2,WA,LIND 3 NE,46.0022,-118.5658,"1,630","6,018",519
97325,1,1,OR,STAYTON,44.7892,-122.8142,425,"4,730",253
97325,1,1,OR,STAYTON,44.7892,-122.8142,425,"4,730",253
97002,2,1,OR,AURORA STATE AP,45.2486,-122.7686,196,"4,451",336
97002,2,1,OR,AURORA STATE AP,45.2486,-122.7686,196,"4,451",336
97410,2,1,OR,LOST CREEK DAM,42.6722,-122.675,"1,580","4,924",464
97814,1,3,OR,BAKER CITY MUNI AP,44.8428,-117.8086,"3,361","7,673",168
